Season_Name,Metrics,Player_Name,Team_Name,Total_matches_played,Points,Player_type
SEASON 6, Raid Points,Ran Singh,bengal warriors,22,29,All Rounder
SEASON 6, Raid Points,Mohsen Maghsoudloujafari,telugu titans,19,29,All Rounder
SEASON 6, Raid Points,Mahendra Ganesh Rajput,gujarat fortunegiants,13,28,Raider
SEASON 6, Raid Points,Akshay Jadhav,puneri paltan,18,28,Raider
SEASON 6, Raid Points,Nitin Rawal,jaipur pink,9,25,All Rounder
SEASON 6, Raid Points,Sandeep Narwal,puneri paltan,18,25,All Rounder
SEASON 6, Raid Points,Sachin Kumar,up yoddha,25,25,All Rounder
SEASON 6, Raid Points,Abolfazl Maghsodloumahali,u mumba,10,23,Raider
SEASON 6, Raid Points,Farhad Rahimi Milaghardan,telugu titans,22,22,All Rounder
SEASON 6, Raid Points,Vinod Kumar,u mumba,17,22,All Rounder
SEASON 6, Raid Points,Harish Naik,bengaluru bulls,7,21,Raider
SEASON 6, Raid Points,Vikas Jaglan,patna pirates,14,21,All Rounder
SEASON 6, Raid Points,Azad Singh,up yoddha,9,21,Raider
SEASON 6, Raid Points,Tushar Patil,patna pirates,9,20,Raider
SEASON 6, Raid Points,CPO Surjeet Singh,tamil thalaivas,9,16,Raider
SEASON 6, Raid Points,Amit Nagar,bengal warriors,9,15,Raider
SEASON 6, Raid Points,Rakshith,telugu titans,11,14,Raider
SEASON 6, Raid Points,Rajesh Mondal,puneri paltan,11,14,Raider
SEASON 6, Raid Points,Armaan,telugu titans,4,13,All Rounder
SEASON 6, Raid Points,Kamal Singh,telugu titans,8,13,Raider
SEASON 6, Raid Points,Anand Patil,jaipur pink,7,13,Raider
SEASON 6, Raid Points,Amit Kumar,jaipur pink,17,12,Raider
SEASON 6, Raid Points,Sumit Singh,bengaluru bulls,8,11,Raider
SEASON 6, Raid Points,Bhupender Singh,bengal warriors,4,10,All Rounder
SEASON 6, Raid Points,C Manoj Kumar,telugu titans,12,10,"Defender, left cover"
SEASON 6, Raid Points,Rakesh Narwal,bengal warriors,6,9,Raider
SEASON 6, Raid Points,D. Pradap,tamil thalaivas,13,9,All Rounder
SEASON 6, Raid Points,Ajit Singh,jaipur pink,6,9,Raider
SEASON 6, Raid Points,Bhanu Pratap Tomar,up yoddha,6,9,Raider
SEASON 6, Raid Points,Rajnish,telugu titans,4,9,Raider
SEASON 6, Raid Points,Anand,tamil thalaivas,3,8,Raider
SEASON 6, Raid Points,Anand Surendra Tomar,haryana steelers,5,8,Raider
SEASON 6, Raid Points,Amit Kumar,puneri paltan,6,8,Raider
SEASON 6, Raid Points,Manjeet Chhillar,tamil thalaivas,19,8,All Rounder
SEASON 6, Raid Points,Sandeep,puneri paltan,5,7,All Rounder
SEASON 6, Raid Points,Mahesh Maruti Magdum,bengaluru bulls,4,7,All Rounder
SEASON 6, Raid Points,Rajesh Narwal,dabang delhi,16,7,All Rounder
SEASON 6, Raid Points,Shabeer Bappu,dabang delhi,6,7,Raider
SEASON 6, Raid Points,Parvesh,puneri paltan,6,7,Raider
SEASON 6, Raid Points,Victor Onyango Obiero,tamil thalaivas,3,6,All Rounder
SEASON 6, Raid Points,Bhuvneshwar Gaur,haryana steelers,6,6,Raider
SEASON 6, Raid Points,Hadi Oshtorak,gujarat fortunegiants,13,6,All Rounder
SEASON 6, Raid Points,Dharmender,gujarat fortunegiants,4,5,Raider
SEASON 6, Raid Points,Sunil Siddhgavali,jaipur pink,16,5,Defender
SEASON 6, Raid Points,Ashish Kumar,bengaluru bulls,24,5,All Rounder
SEASON 6, Raid Points,David Shilisia J Mosambayi,jaipur pink,4,4,Raider
SEASON 6, Raid Points,Arjun Deshwal,u mumba,3,4,Raider
SEASON 6, Raid Points,Mayur Shivtarkar,haryana steelers,18,4,All Rounder
SEASON 6, Raid Points,Md. Masud Karim,up yoddha,3,3,Raider
SEASON 6, Raid Points,Jawahar Dagar,patna pirates,15,3,Defender
SEASON 6, Raid Points,Sachin Vittala,gujarat fortunegiants,22,3,"Defender, left corner"
SEASON 6, Raid Points,Lalit Chaudhary,gujarat fortunegiants,3,3,Raider
SEASON 6, Raid Points,Parveen,haryana steelers,19,3,"Defender, left cover"
SEASON 6, Raid Points,Prateek,haryana steelers,6,3,All Rounder
SEASON 6, Raid Points,Shrikant Tewthia,bengal warriors,8,3,All Rounder
SEASON 6, Raid Points,Mithin Kumar,bengal warriors,3,3,Raider
SEASON 6, Raid Points,Yogesh Hooda,dabang delhi,6,3,Raider
SEASON 6, Raid Points,Anand V,bengaluru bulls,3,3,Raider
SEASON 6, Raid Points,Rohit Kumar Choudary,up yoddha,6,3,Raider
SEASON 6, Raid Points,PO Surjeet Singh,bengal warriors,23,3,"Defender, right cover"
SEASON 6, Raid Points,Adarsh T,bengal warriors,10,2,"Defender, left corner"
SEASON 6, Raid Points,Vijay Kumar,patna pirates,4,2,"Defender, right corner"
SEASON 6, Raid Points,Amit Hooda,tamil thalaivas,18,2,"Defender, right corner"
SEASON 6, Raid Points,Wazir Singh,haryana steelers,2,2,Raider
SEASON 6, Raid Points,Gaurav Kumar,u mumba,3,2,Raider
SEASON 6, Raid Points,Vimal Raj V,tamil thalaivas,5,2,All Rounder
SEASON 6, Raid Points,Gangadhari Mallesh,jaipur pink,6,2,Raider
SEASON 6, Raid Points,Vishav Chaudhary,up yoddha,2,2,"Defender, left cover"
SEASON 6, Raid Points,Lokesh Kaushik,jaipur pink,6,2,Raider
SEASON 6, Raid Points,Shubham Ashok Palkar,gujarat fortunegiants,4,2,Raider
SEASON 6, Raid Points,Baldev Singh,bengal warriors,18,1,"Defender, right corner"
SEASON 6, Raid Points,Satpal,dabang delhi,12,1,"Defender, right corner"
SEASON 6, Raid Points,Krushna Madane,telugu titans,6,1,Defender
SEASON 6, Raid Points,Arun Kumar HN,haryana steelers,2,1,Raider
SEASON 6, Raid Points,Anuj Kumar,telugu titans,7,1,"Defender, right cover"
SEASON 6, Raid Points,Vishal,dabang delhi,6,1,All Rounder
SEASON 6, Raid Points,Amit Kumar,bengal warriors,2,1,Raider
SEASON 6, Raid Points,Rinku Narwal,puneri paltan,15,1,Defender
SEASON 6, Raid Points,Nitesh Kumar,up yoddha,25,1,Defender
SEASON 6, Raid Points,Girish Maruti Ernak,puneri paltan,20,1,"Defender, left corner"
SEASON 6, Raid Points,Anil Kumar,telugu titans,18,1,"Defender, left cover"
SEASON 5, Raid Points,Pardeep Narwal,patna pirates,26,369,Raider
SEASON 5, Raid Points,Rohit Kumar,bengaluru bulls,22,219,Raider
SEASON 5, Raid Points,Ajay Thakur,tamil thalaivas,22,213,Raider
SEASON 5, Raid Points,Monu Goyat,patna pirates,26,191,Raider
SEASON 5, Raid Points,Maninder Singh,bengal warriors,21,190,Raider
SEASON 5, Raid Points,Rahul Chaudhari,telugu titans,22,184,Raider
SEASON 5, Raid Points,Deepak Niwas Hooda,puneri paltan,24,172,All Rounder
SEASON 5, Raid Points,Nitin Tomar,up yoddha,20,167,Raider
SEASON 5, Raid Points,Rishank Devadiga,up yoddha,21,165,Raider
SEASON 5, Raid Points,Sachin,gujarat fortunegiants,24,159,Raider
SEASON 5, Raid Points,K. Prapanjan,tamil thalaivas,22,123,Raider
SEASON 5, Raid Points,Pawan Kumar Kadian,jaipur pink,21,122,Raider
SEASON 5, Raid Points,Kashiling Adake,u mumba,20,114,Raider
SEASON 5, Raid Points,Anup Kumar,u mumba,21,112,Raider
SEASON 5, Raid Points,Wazir Singh,haryana steelers,21,107,Raider
SEASON 5, Raid Points,Nilesh Salunke,telugu titans,21,98,Raider
SEASON 5, Raid Points,Meraj Sheykh,dabang delhi,20,96,All Rounder
SEASON 5, Raid Points,Abolfazl Maghsodloumahali,dabang delhi,19,91,Raider
SEASON 5, Raid Points,Rajesh Mondal,puneri paltan,24,90,Raider
SEASON 5, Raid Points,Jang Kun Lee,bengal warriors,21,89,Raider
SEASON 5, Raid Points,Ajay Kumar,bengaluru bulls,22,89,Raider
SEASON 5, Raid Points,Shrikant Jadhav,u mumba,19,86,Raider
SEASON 5, Raid Points,Deepak Narwal,bengal warriors,16,85,Raider
SEASON 5, Raid Points,Prashanth Kumar Rai,haryana steelers,16,78,Raider
SEASON 5, Raid Points,Deepak Kumar Dahiya,haryana steelers,16,76,Raider
SEASON 5, Raid Points,Sukesh Hegde,gujarat fortunegiants,18,75,Raider
SEASON 5, Raid Points,Surender Singh,up yoddha,18,68,Raider
SEASON 5, Raid Points,Nitin Rawal,jaipur pink,21,65,Defender
SEASON 5, Raid Points,Rohit Baliyan,dabang delhi,17,65,Raider
SEASON 5, Raid Points,Tushar Patil,jaipur pink,17,64,Raider
SEASON 5, Raid Points,Jasvir Singh,jaipur pink,15,61,Raider
SEASON 5, Raid Points,CPO Surjeet Singh,haryana steelers,17,59,Raider
SEASON 5, Raid Points,Vikash Khandola,haryana steelers,9,58,Raider
SEASON 5, Raid Points,Mahendra Ganesh Rajput,gujarat fortunegiants,17,57,Raider
SEASON 5, Raid Points,Chandran Ranjit,gujarat fortunegiants,11,51,Raider
SEASON 5, Raid Points,Mohsen Maghsoudloujafari,telugu titans,16,41,Raider
SEASON 5, Raid Points,R. Sriram,dabang delhi,11,35,Raider
SEASON 5, Raid Points,Mahesh Goud,up yoddha,21,35,Raider
SEASON 5, Raid Points,Shabeer Bappu,u mumba,12,35,Raider
SEASON 5, Raid Points,Rohit Gulia,gujarat fortunegiants,19,35,All Rounder
SEASON 5, Raid Points,Vinod Kumar,patna pirates,21,34,Raider
SEASON 5, Raid Points,Darshan Kadian,u mumba,16,33,Raider
SEASON 5, Raid Points,Anand Patil,dabang delhi,19,33,Raider
SEASON 5, Raid Points,Sandeep Narwal,puneri paltan,21,33,All Rounder
SEASON 5, Raid Points,Vinod Kumar,bengal warriors,19,33,Raider
SEASON 5, Raid Points,Vikas Kumar,telugu titans,14,30,Raider
SEASON 5, Raid Points,Dong Geon Lee,tamil thalaivas,17,29,Raider
SEASON 5, Raid Points,Bhupender Singh,bengal warriors,17,28,All Rounder
SEASON 5, Raid Points,Vijay,patna pirates,19,27,Raider
SEASON 5, Raid Points,Harish Naik,bengaluru bulls,14,24,Raider
SEASON 5, Raid Points,Ajit Singh,jaipur pink,11,23,Raider
SEASON 5, Raid Points,Suresh Kumar,puneri paltan,11,22,Raider
SEASON 5, Raid Points,Monu,puneri paltan,19,19,Raider
SEASON 5, Raid Points,Gurvinder Singh,bengaluru bulls,9,17,Raider
SEASON 5, Raid Points,Rakesh Narwal,gujarat fortunegiants,6,17,Raider
SEASON 5, Raid Points,Ashish Kumar,bengaluru bulls,20,17,"Defender, right cover"
SEASON 5, Raid Points,Kuldeep Singh,u mumba,20,16,All Rounder
SEASON 5, Raid Points,Sunil Jaipal,bengaluru bulls,13,16,Raider
SEASON 5, Raid Points,Vineet Sharma,tamil thalaivas,18,16,Raider
SEASON 5, Raid Points,M. Thivakaran,tamil thalaivas,9,14,Raider
SEASON 5, Raid Points,More GB,puneri paltan,6,14,Raider
SEASON 5, Raid Points,Rohit Kumar Choudary,puneri paltan,11,13,Raider
SEASON 5, Raid Points,Nitin Madane,u mumba,12,13,Raider
SEASON 5, Raid Points,Rakshith,telugu titans,6,12,Raider
SEASON 5, Raid Points,Elangeshwaran R,telugu titans,5,12,All Rounder
SEASON 5, Raid Points,Ran Singh,bengal warriors,23,12,All Rounder
SEASON 5, Raid Points,Rajesh Narwal,up yoddha,16,11,All Rounder
SEASON 5, Raid Points,Vikas Jaglan,patna pirates,13,10,Raider
SEASON 5, Raid Points,Pawan Kumar Sehrawat,gujarat fortunegiants,9,9,Raider
SEASON 5, Raid Points,Ashish Chhokar,haryana steelers,5,9,Raider
SEASON 5, Raid Points,Akshay Jadhav,puneri paltan,10,9,Raider
SEASON 5, Raid Points,D. Pradap,tamil thalaivas,16,9,All Rounder
SEASON 5, Raid Points,Mohan Raman G,u mumba,4,8,Raider
SEASON 5, Raid Points,Virender Wazir Singh,bengal warriors,3,8,Raider
SEASON 5, Raid Points,Shubham Ashok Palkar,dabang delhi,8,7,Raider
SEASON 5, Raid Points,Rakesh Kumar,telugu titans,10,7,All Rounder
SEASON 5, Raid Points,Farhad Rahimi Milaghardan,telugu titans,18,6,"Defender, right cover"
SEASON 5, Raid Points,Vinoth Kumar,telugu titans,4,6,Raider
SEASON 5, Raid Points,Jawahar Dagar,patna pirates,18,6,Raider
SEASON 5, Raid Points,Rahul Choudhary,jaipur pink,5,5,Raider
SEASON 5, Raid Points,Girish Maruti Ernak,puneri paltan,21,5,"Defender, left corner"
SEASON 5, Raid Points,Mayur Shivtarkar,haryana steelers,5,5,All Rounder
SEASON 5, Raid Points,Ravi Dalal,dabang delhi,5,5,Raider
SEASON 5, Raid Points,Manjeet Chhillar,jaipur pink,15,5,All Rounder
SEASON 5, Raid Points,Rohit,bengaluru bulls,2,4,Raider
SEASON 5, Raid Points,Shrikant Tewthia,bengal warriors,23,4,All Rounder
SEASON 5, Raid Points,Satpal,dabang delhi,10,4,"Defender, right corner"
SEASON 5, Raid Points,Hadi Tajik,up yoddha,9,4,"Defender, right corner"
SEASON 5, Raid Points,Selvamani K,jaipur pink,3,4,Raider
SEASON 5, Raid Points,Nilesh Shinde,dabang delhi,15,4,"Defender, right corner"
SEASON 5, Raid Points,Sidharth,jaipur pink,21,4,All Rounder
SEASON 5, Raid Points,Vikrant,telugu titans,3,3,Raider
SEASON 5, Raid Points,Gulveer Singh,up yoddha,4,3,Raider
SEASON 5, Raid Points,Mohit Chhillar,haryana steelers,20,3,"Defender, right corner"
SEASON 5, Raid Points,Bhavani Rajput,tamil thalaivas,4,3,Raider
SEASON 5, Raid Points,Deepak Kumar Rathee,haryana steelers,6,3,All Rounder
SEASON 5, Raid Points,Santhosh B.S,up yoddha,9,3,"Defender, left corner"
SEASON 5, Raid Points,Surender Nada,haryana steelers,21,3,"Defender, left corner"
SEASON 5, Raid Points,Preetam Chhillar,bengaluru bulls,16,3,All Rounder
SEASON 5, Raid Points,PO Surjeet Singh,bengal warriors,24,3,"Defender, right cover"
SEASON 5, Raid Points,Sanoj Kumar,up yoddha,2,2,"Defender, left cover"
SEASON 5, Raid Points,Rohit Kumar,up yoddha,7,2,"Defender, right cover"
SEASON 5, Raid Points,David Shilisia J Mosambayi,haryana steelers,2,2,Raider
SEASON 5, Raid Points,Ravinder Pahal,bengaluru bulls,19,2,"Defender, right corner"
SEASON 5, Raid Points,Ravindra Ramesh Kumawat,bengal warriors,2,2,All Rounder
SEASON 5, Raid Points,Vishal,dabang delhi,5,2,All Rounder
SEASON 5, Raid Points,Suresu Kumar,dabang delhi,3,2,Raider
SEASON 5, Raid Points,Anil Kumar,bengal warriors,2,1,Raider
SEASON 5, Raid Points,Dong Ju Hong,u mumba,3,1,All Rounder
SEASON 5, Raid Points,Kuldeep Singh,haryana steelers,5,1,All Rounder
SEASON 5, Raid Points,Yong Joo Ok,u mumba,1,1,All Rounder
SEASON 5, Raid Points,Mahender Singh,bengaluru bulls,22,1,"Defender, left cover"
SEASON 5, Raid Points,Vijay Kumar,tamil thalaivas,8,1,"Defender, left corner"
SEASON 5, Raid Points,Darshan J.,tamil thalaivas,20,1,"Defender, right cover"
SEASON 5, Raid Points,Munish,telugu titans,3,1,Raider
SEASON 5, Raid Points,Abozar Mohajermighani,gujarat fortunegiants,24,1,Defender
SEASON 5, Raid Points,Sachin Kumar,bengaluru bulls,9,1,"Defender, left corner"
SEASON 5, Raid Points,Rinku Narwal,puneri paltan,13,1,"Defender, left corner"
SEASON 5, Raid Points,Sagar B Krishna,up yoddha,17,1,All Rounder
SEASON 5, Raid Points,Umesh Mhatre,puneri paltan,5,1,Raider
SEASON 5, Raid Points,C. Arun,tamil thalaivas,20,1,"Defender, left cover"
SEASON 5, Raid Points,Sunil Kumar,gujarat fortunegiants,24,1,"Defender, right cover"
SEASON 4, Raid Points,Rahul Chaudhari,telugu titans,16,146,Raider
SEASON 4, Raid Points,Pardeep Narwal,patna pirates,16,131,Raider
SEASON 4, Raid Points,Deepak Niwas Hooda,puneri paltan,16,126,All Rounder
SEASON 4, Raid Points,Rohit Kumar,bengaluru bulls,14,93,Raider
SEASON 4, Raid Points,Jasvir Singh,jaipur pink,14,82,Raider
SEASON 4, Raid Points,Kashiling Adake,dabang delhi,13,78,Raider
SEASON 4, Raid Points,Anup Kumar,u mumba,14,72,Raider
SEASON 4, Raid Points,Rishank Devadiga,u mumba,14,70,Raider
SEASON 4, Raid Points,Rajesh Narwal,jaipur pink,16,66,All Rounder
SEASON 4, Raid Points,Ajay Thakur,puneri paltan,16,63,Raider
SEASON 4, Raid Points,Meraj Sheykh,dabang delhi,14,63,All Rounder
SEASON 4, Raid Points,Ajay Kumar,jaipur pink,15,61,Raider
SEASON 4, Raid Points,Jang Kun Lee,bengal warriors,11,61,Raider
SEASON 4, Raid Points,Nilesh Salunke,telugu titans,15,61,Raider
SEASON 4, Raid Points,Monu Goyat,bengal warriors,13,59,Raider
SEASON 4, Raid Points,Rajesh Mondal,patna pirates,15,57,Raider
SEASON 4, Raid Points,Nitin Madane,bengal warriors,13,51,Raider
SEASON 4, Raid Points,Selvamani K,dabang delhi,13,45,Raider
SEASON 4, Raid Points,Rakesh Kumar,u mumba,14,44,All Rounder
SEASON 4, Raid Points,CPO Surjeet Singh,patna pirates,10,33,Raider
SEASON 4, Raid Points,Nitin Tomar,puneri paltan,12,33,Raider
SEASON 4, Raid Points,Sonu Narwal,puneri paltan,11,32,Raider
SEASON 4, Raid Points,Abolfazl Maghsodloumahali,patna pirates,9,25,Raider
SEASON 4, Raid Points,Manjeet Chhillar,puneri paltan,12,24,All Rounder
SEASON 4, Raid Points,Sandeep Narwal,telugu titans,16,24,All Rounder
SEASON 4, Raid Points,Shabeer Bappu,jaipur pink,12,24,Raider
SEASON 4, Raid Points,Suresu Kumar,u mumba,11,20,Raider
SEASON 4, Raid Points,Pawan Kumar Kadian,bengaluru bulls,9,20,Raider
SEASON 4, Raid Points,Prashanth Kumar Rai,dabang delhi,9,19,Raider
SEASON 4, Raid Points,Vinod Kumar,bengaluru bulls,9,19,Raider
SEASON 4, Raid Points,Tushar Patil,jaipur pink,8,14,Raider
SEASON 4, Raid Points,Ashish Kumar,bengaluru bulls,14,14,"Defender, right cover"
SEASON 4, Raid Points,Yogesh Hooda,bengaluru bulls,5,14,Raider
SEASON 4, Raid Points,Mahipal Narwal,jaipur pink,14,13,All Rounder
SEASON 4, Raid Points,Ravi Dalal,bengal warriors,6,13,Raider
SEASON 4, Raid Points,Deepak Narwal,dabang delhi,6,13,Raider
SEASON 4, Raid Points,K. Prapanjan,telugu titans,11,12,Raider
SEASON 4, Raid Points,Deepak Kumar Dahiya,bengaluru bulls,7,12,Raider
SEASON 4, Raid Points,Pawan Kumar Sehrawat,bengaluru bulls,10,11,Raider
SEASON 4, Raid Points,Surender Singh,u mumba,11,9,Raider
SEASON 4, Raid Points,Athul MS,telugu titans,4,8,Raider
SEASON 4, Raid Points,Parmod Narwal,puneri paltan,8,8,All Rounder
SEASON 4, Raid Points,Vinoth Kumar,telugu titans,3,8,Raider
SEASON 4, Raid Points,Kuldeep Singh,patna pirates,15,8,All Rounder
SEASON 4, Raid Points,Shrikant Jadhav,bengal warriors,5,7,Raider
SEASON 4, Raid Points,Sumit Singh,bengaluru bulls,5,7,Raider
SEASON 4, Raid Points,Sukesh Hegde,telugu titans,9,7,Raider
SEASON 4, Raid Points,Surjeet Narwal,bengal warriors,5,7,Raider
SEASON 4, Raid Points,Vikash Kumar,u mumba,6,6,Raider
SEASON 4, Raid Points,Ran Singh,jaipur pink,16,5,All Rounder
SEASON 4, Raid Points,Mahesh Goud,patna pirates,7,5,Raider
SEASON 4, Raid Points,Joginder Singh Narwal,puneri paltan,16,4,"Defender, left corner"
SEASON 4, Raid Points,Umesh Mhatre,dabang delhi,2,4,Raider
SEASON 4, Raid Points,Amit Om Prakash Rathi,bengaluru bulls,2,4,Raider
SEASON 4, Raid Points,Surender Nada,bengaluru bulls,13,4,"Defender, left corner"
SEASON 4, Raid Points,Gurvinder Singh,u mumba,6,4,Raider
SEASON 4, Raid Points,Mohit Chhillar,bengaluru bulls,14,3,"Defender, right corner"
SEASON 4, Raid Points,Vikash Khandola,dabang delhi,4,3,Raider
SEASON 4, Raid Points,Amit Hooda,jaipur pink,16,2,"Defender, right corner"
SEASON 4, Raid Points,Amit Nagar,jaipur pink,3,2,Raider
SEASON 4, Raid Points,Ravindra Ramesh Kumawat,bengal warriors,2,2,All Rounder
SEASON 4, Raid Points,Nilesh Shinde,bengal warriors,12,2,"Defender, right corner"
SEASON 4, Raid Points,Dharmaraj Cheralathan,patna pirates,14,2,"Defender, right and left corner"
SEASON 4, Raid Points,Vishal Bhardwaj,telugu titans,2,1,All Rounder
SEASON 4, Raid Points,Hadi Oshtorak,patna pirates,7,1,All Rounder
SEASON 4, Raid Points,Sunil,u mumba,10,1,"Defender, left corner"
SEASON 4, Raid Points,Sunil Kumar,patna pirates,1,1,"Defender, right cover"
SEASON 4, Raid Points,Parveen Narwal,jaipur pink,1,1,All Rounder
SEASON 4, Raid Points,Nitin Kumar,u mumba,1,1,All Rounder
SEASON 4, Raid Points,Anil Kumar,dabang delhi,9,1,"Defender, left corner"
SEASON 4, Raid Points,Sunny,patna pirates,3,1,Raider
SEASON 3, Raid Points,Pardeep Narwal,patna pirates,16,116,Raider
SEASON 3, Raid Points,Rishank Devadiga,u mumba,16,106,Raider
SEASON 3, Raid Points,Rohit Kumar,patna pirates,12,102,Raider
SEASON 3, Raid Points,Rahul Chaudhari,telugu titans,13,87,Raider
SEASON 3, Raid Points,Jang Kun Lee,bengal warriors,15,79,Raider
SEASON 3, Raid Points,Nitin Tomar,bengal warriors,10,77,Raider
SEASON 3, Raid Points,Anup Kumar,u mumba,13,76,Raider
SEASON 3, Raid Points,Kashiling Adake,dabang delhi,11,75,Raider
SEASON 3, Raid Points,Deepak Niwas Hooda,puneri paltan,12,69,All Rounder
SEASON 3, Raid Points,CPO Surjeet Singh,dabang delhi,12,68,Raider
SEASON 3, Raid Points,Sukesh Hegde,telugu titans,13,61,Raider
SEASON 3, Raid Points,Rajesh Narwal,jaipur pink,14,59,All Rounder
SEASON 3, Raid Points,Sonu Narwal,jaipur pink,11,55,Raider
SEASON 3, Raid Points,Rohit Baliyan,telugu titans,11,54,Raider
SEASON 3, Raid Points,Ajay Thakur,puneri paltan,14,52,Raider
SEASON 3, Raid Points,Pawan Kumar Sehrawat,bengaluru bulls,13,45,Raider
SEASON 3, Raid Points,Manjeet Chhillar,puneri paltan,15,45,All Rounder
SEASON 3, Raid Points,Surender Singh,puneri paltan,12,44,Raider
SEASON 3, Raid Points,Surjeet Narwal,bengaluru bulls,12,40,Raider
SEASON 3, Raid Points,Selvamani K,dabang delhi,8,38,Raider
SEASON 3, Raid Points,Deepak Kumar Dahiya,bengaluru bulls,10,37,Raider
SEASON 3, Raid Points,Mahesh Goud,bengal warriors,13,33,Raider
SEASON 3, Raid Points,Rakesh Kumar,u mumba,15,33,All Rounder
SEASON 3, Raid Points,Deepak Narwal,patna pirates,9,31,Raider
SEASON 3, Raid Points,Amit Om Prakash Rathi,bengaluru bulls,8,30,Raider
SEASON 3, Raid Points,Rajesh Mondal,patna pirates,9,27,Raider
